2024-04-17 20:27:10,606 dycore_driver.py     (314 ) : initialize          :  INFO     initialize parallel runtime
2024-04-17 20:27:10,606 dycore_driver.py     (315 ) : initialize          :  INFO     reading configuration: experiment jabw
2024-04-17 20:27:10,610 serialbox_utils.py   (1355) : print_info          :  INFO     SAVEPOINTS: [<Savepoint icon-jabw-const {"n_dom": 1, "date": 2008-09-01T00:00:00.000}>, <Savepoint icon-jabw-init {"nproma": 50000, "nlev": 35, "id": 1, "date": 2008-09-01T00:00:00.000}>, <Savepoint icon-jabw-intermediate {"nproma": 50000, "nlev": 35, "id": 1, "date": 2008-09-01T00:00:00.000}>, <Savepoint icon-jabw-final {"nproma": 50000, "nlev": 35, "id": 1, "date": 2008-09-01T00:00:00.000}>, <Savepoint first_output_var {"nproma": 50000, "nlev": 35, "limited_area": false, "n_dom": 1, "iforcing": 0, "id": 1, "date": 2008-09-01T00:00:00.000}>, <Savepoint icon-grid {"nsteps": 2, "nproma": 50000, "nlev": 35, "limited_area": false, "n_dom": 1, "iforcing": 0, "id": 1, "dtime": 300.000000, "date": 2008-09-01T00:10:00.000}>, <Savepoint interpolation_state {"id": 1}>, <Savepoint metric_state {"id": 1}>]
2024-04-17 20:27:10,610 serialbox_utils.py   (1356) : print_info          :  INFO     FIELDNAMES: ['zeta_v_init', 'zd_vertoffset', 'z_ifc', 'wgtfacq_e', 'wgtfacq_c_dsl', 'w_init', 'vwind_expl_wgt', 'vn_init', 'vn_final', 'vertoffset_gradp_dsl', 'vct_b', 'vcoef', 'v_start_index', 'v_refin_ctl', 'v_num_edges', 'v_lat', 'v_glb_index', 'v_edge_orientation', 'v2c2v', 'wgtfac_e', 'v2c', 'theta_ref_mc', 'theta_ref_ic', 'temperature_intermediate', 'temperature_init', 'temperature_final', 'theta_v_intermediate', 'tangent_orientation', 'scalfac_dd3d', 'rho_init', 'rho_final', 'rbf_vec_idx_v', 'rbf_vec_coeff_v1', 'w_final', 'rbf_vec_coeff_e', 'rbf_vec_coeff_c1', 'primal_normal_vert_x', 'theta_ref_me', 'exner_ref_mc', 'edge_cell_length', 'exner_intermediate', 'ddqz_z_full_e', 'etat', 'edges_center_lon', 'eta0', 'zeta_v_e_final', 'v_lon', 'dtemp', 'edge_areas', 'e2c2v', 'e_glb_index', 'lonC', 'e_flx_avg', 'e2v', 'e_decomp_domain', 'dual_normal_cell_y', 'ddxt_z_full', 'gamma', 'dual_normal_cell_x', 'e_owner_mask', 'c_glb_index', 'coeff1_dwdz', 'zd_diffcoef', 'dual_normal_vert_x', 'dual_normal_vert_y', 'cell_center_lat', 'c_decomp_domain', 'vct_a', 'jw_u0', 'n_patch_cells_g', 'output_diag_temperature_ifc', 'zdiff_gradp_dsl', 'n_patch_verts', 'primal_edge_length', 'rbf_vec_blk_v', 'coeff2_dwdz', 'pressure_final', 'c_intp', 'c2e2c2e', 'ddqz_z_full', 'rho_ref_me', 'output_diag_pressure', 'vwind_impl_wgt', 'c2e', 'inv_primal_edge_length', 'e_refin_ctl', 'boundary_depth_index', 'e_bln_c_s', 'cell_center_lon', 'exner_init', 'zeta_v_e_init', 'output_diag_ddt_vn_phy', 'ddqz_z_half', 'pressure_intermediate', 'e2c2e', 'v_dual_area', 'inv_ddqz_z_full', 'cells_edge_orientation', 'n_patch_cells', 'rbf_vec_coeff_c2', 'dual_edge_length', 'c_start_index', 'e_start_index', 'theta_v_final', 'primal_normal_v2', 'c2e2c', 'rho_ref_mc', 'rbf_vec_coeff_v2', 'exner_final', 'cell_areas', 'coeff_gradekin', 'd2dexdz2_fac1_mc', 'c_lin_e', 'd2dexdz2_fac2_mc', 'e_end_index', 'c_owner_mask', 'num_cells', 'output_diag_pressure_ifc', 'd_exner_dz_ref_ic', 'bdy_halo_c', 'output_diag_ddt_vn_apc_pc', 'ddxn_z_full', 'jw_temp0', 'geofac_grdiv', 'inv_vert_vert_length', 'edges_center_lat', 'n_patch_edges_g', 'v_owner_mask', 'geofac_grg', 'geofac_n2s', 'f_e', 'geofac_rot', 'zeta_v_final', 'c_end_index', 'output_diag_virtual_temperature', 'rho_intermediate', 'geopot', 'p_sfc_jabw', 'hmask_dd3d', 'v2e', 'output_diag_ddt_w_adv_ntl', 'inv_dual_edge_length', 'output_diag_u', 'theta_v_init', 'ipeidx_dsl', 'jw_up', 'latC', 'e2c', 'output_diag_ddt_exner_phy', 'pg_edgeidx_dsl', 'mask_hdiff', 'mean_cell_area', 'n_patch_edges', 'exner_exfac', 'primal_normal_vert_y', 'n_patch_verts_g', 'nflat_gradp', 'wgtfac_c', 'nflatlev', 'nrdmax', 'wgtfacq_c', 'nshift', 'nudgecoeff_e', 'geofac_div', 'num_edges', 'mask_prog_halo_c', 'num_vert', 'output_diag_exner_pr', 'output_diag_pressure_sfc', 'output_diag_temperature', 'v_decomp_domain', 'primal_normal_v1', 'output_diag_v', 'pg_exdist_dsl', 'c2v', 'pos_on_tplane_e_x', 'pos_on_tplane_e_y', 'c_refin_ctl', 'pressure_init', 'nshift_total', 'pressure_surface', 'v_end_index', 'primal_normal_cell_x', 'nlev', 'primal_normal_cell_y', 'rayleigh_w']
2024-04-17 20:27:10,611 dycore_driver.py     (320 ) : initialize          :  INFO     initializing the grid from '../testdata/jw_rank1_nproma50000'
2024-04-17 20:27:28,569 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 22
2024-04-17 20:27:28,791 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 21
2024-04-17 20:27:29,012 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 20
2024-04-17 20:27:29,234 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 19
2024-04-17 20:27:29,455 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 18
2024-04-17 20:27:29,676 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 17
2024-04-17 20:27:29,898 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 16
2024-04-17 20:27:30,119 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 15
2024-04-17 20:27:30,341 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 14
2024-04-17 20:27:30,564 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 13
2024-04-17 20:27:30,783 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 12
2024-04-17 20:27:31,004 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 11
2024-04-17 20:27:31,224 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 10
2024-04-17 20:27:31,444 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 9
2024-04-17 20:27:31,664 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 8
2024-04-17 20:27:31,884 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 7
2024-04-17 20:27:32,104 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 6
2024-04-17 20:27:32,329 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 5
2024-04-17 20:27:32,549 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 4
2024-04-17 20:27:32,768 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 3
2024-04-17 20:27:32,988 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 2
2024-04-17 20:27:33,208 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 1
2024-04-17 20:27:33,428 initialization_utils.py (198 ) : model_initialization_jabw:  INFO     In Newton iteration, k = 0
2024-04-17 20:27:33,648 initialization_utils.py (256 ) : model_initialization_jabw:  INFO     Newton iteration completed!
2024-04-17 20:27:33,658 initialization_utils.py (267 ) : model_initialization_jabw:  INFO     Cell-to-edge computation completed.
2024-04-17 20:27:33,685 initialization_utils.py (280 ) : model_initialization_jabw:  INFO     U2vn computation completed.
2024-04-17 20:27:33,731 initialization_utils.py (294 ) : model_initialization_jabw:  INFO     Hydrostatic adjustment computation completed.
2024-04-17 20:27:33,817 initialization_utils.py (328 ) : model_initialization_jabw:  INFO     U, V computation completed.
2024-04-17 20:27:33,890 initialization_utils.py (390 ) : model_initialization_jabw:  INFO     Initialization completed.
2024-04-17 20:27:33,891 dycore_driver.py     (436 ) : main                :  INFO     Starting ICON dycore run: 0001-01-01T00:00:00
2024-04-17 20:27:33,891 dycore_driver.py     (437 ) : main                :  INFO     input args: input_path=../testdata/jw_rank1_nproma50000/, n_time_steps=6, ending date=0001-01-01 00:30:00
2024-04-17 20:27:33,891 dycore_driver.py     (441 ) : main                :  INFO     input args: input_path=../testdata/jw_rank1_nproma50000/, n_time_steps=6
2024-04-17 20:27:33,891 dycore_driver.py     (443 ) : main                :  INFO     dycore configuring: DONE
2024-04-17 20:27:33,891 dycore_driver.py     (444 ) : main                :  INFO     timeloop: START
2024-04-17 20:27:33,891 dycore_driver.py     (161 ) : time_integration    :  INFO     starting time loop for dtime=300.0 n_timesteps=6
2024-04-17 20:27:33,891 dycore_driver.py     (164 ) : time_integration    :  INFO     apply_to_horizontal_wind=True initial_stabilization=True dtime=300.0 substep_timestep=60.0
2024-04-17 20:27:33,891 dycore_driver.py     (175 ) : time_integration    :  INFO     running initial step to diffuse fields before timeloop starts
2024-04-17 20:27:35,945 diffusion.py         (623 ) : _do_diffusion_step  :  DEBUG    rbf interpolation 1: start
2024-04-17 20:27:38,502 diffusion.py         (636 ) : _do_diffusion_step  :  DEBUG    rbf interpolation 1: end
2024-04-17 20:27:38,502 diffusion.py         (639 ) : _do_diffusion_step  :  DEBUG    communication rbf extrapolation of vn - start
2024-04-17 20:27:38,502 diffusion.py         (641 ) : _do_diffusion_step  :  DEBUG    communication rbf extrapolation of vn - end
2024-04-17 20:27:38,502 diffusion.py         (643 ) : _do_diffusion_step  :  DEBUG    running stencil 01(calculate_nabla2_and_smag_coefficients_for_vn): start
2024-04-17 20:27:46,384 diffusion.py         (667 ) : _do_diffusion_step  :  DEBUG    running stencil 01 (calculate_nabla2_and_smag_coefficients_for_vn): end
2024-04-17 20:27:46,384 diffusion.py         (701 ) : _do_diffusion_step  :  DEBUG    2nd rbf interpolation: start
2024-04-17 20:27:46,424 diffusion.py         (714 ) : _do_diffusion_step  :  DEBUG    2nd rbf interpolation: end
2024-04-17 20:27:46,424 diffusion.py         (717 ) : _do_diffusion_step  :  DEBUG    communication rbf extrapolation of z_nable2_e - start
2024-04-17 20:27:46,424 diffusion.py         (719 ) : _do_diffusion_step  :  DEBUG    communication rbf extrapolation of z_nable2_e - end
2024-04-17 20:27:46,424 diffusion.py         (721 ) : _do_diffusion_step  :  DEBUG    running stencils 04 05 06 (apply_diffusion_to_vn): start
2024-04-17 20:27:53,163 diffusion.py         (746 ) : _do_diffusion_step  :  DEBUG    running stencils 04 05 06 (apply_diffusion_to_vn): end
2024-04-17 20:27:53,163 diffusion.py         (747 ) : _do_diffusion_step  :  DEBUG    communication of prognistic.vn : start
2024-04-17 20:27:53,163 diffusion.py         (750 ) : _do_diffusion_step  :  DEBUG    running stencils 07 08 09 10 (apply_diffusion_to_w_and_compute_horizontal_gradients_for_turbulence): start
2024-04-17 20:28:01,664 diffusion.py         (780 ) : _do_diffusion_step  :  DEBUG    running stencils 07 08 09 10 (apply_diffusion_to_w_and_compute_horizontal_gradients_for_turbulence): end
2024-04-17 20:28:01,665 diffusion.py         (784 ) : _do_diffusion_step  :  DEBUG    running fused stencils 11 12 (calculate_enhanced_diffusion_coefficients_for_grid_point_cold_pools): start
2024-04-17 20:28:05,468 diffusion.py         (799 ) : _do_diffusion_step  :  DEBUG    running stencils 11 12 (calculate_enhanced_diffusion_coefficients_for_grid_point_cold_pools): end
2024-04-17 20:28:05,468 diffusion.py         (802 ) : _do_diffusion_step  :  DEBUG    running stencils 13 14 (calculate_nabla2_for_theta): start
2024-04-17 20:28:07,988 diffusion.py         (815 ) : _do_diffusion_step  :  DEBUG    running stencils 13_14 (calculate_nabla2_for_theta): end
2024-04-17 20:28:07,988 diffusion.py         (816 ) : _do_diffusion_step  :  DEBUG    running stencil 15 (truly_horizontal_diffusion_nabla_of_theta_over_steep_points): start
2024-04-17 20:28:11,955 diffusion.py         (836 ) : _do_diffusion_step  :  DEBUG    running fused stencil 15 (truly_horizontal_diffusion_nabla_of_theta_over_steep_points): end
2024-04-17 20:28:11,955 diffusion.py         (839 ) : _do_diffusion_step  :  DEBUG    running stencil 16 (update_theta_and_exner): start
2024-04-17 20:28:13,936 diffusion.py         (852 ) : _do_diffusion_step  :  DEBUG    running stencil 16 (update_theta_and_exner): end
2024-04-17 20:28:13,937 diffusion.py         (854 ) : _do_diffusion_step  :  DEBUG    communication of prognogistic.vn - end
2024-04-17 20:28:13,937 diffusion.py         (558 ) : _sync_cell_fields   :  DEBUG    communication of prognostic cell fields: theta, w, exner - start
2024-04-17 20:28:13,937 diffusion.py         (565 ) : _sync_cell_fields   :  DEBUG    communication of prognostic cell fields: theta, w, exner - done
2024-04-17 20:28:13,937 dycore_driver.py     (181 ) : time_integration    :  INFO     starting real time loop for dtime=300.0 n_timesteps=6
2024-04-17 20:28:13,937 dycore_driver.py     (186 ) : time_integration    :  INFO     simulation date : 0001-01-01 00:00:00 run timestep : 0 initial_stabilization : True
2024-04-17 20:28:13,938 dycore_driver.py     (189 ) : time_integration    :  INFO      MAX VN: 3.49848e+01 , MAX W: 0.00000e+00
2024-04-17 20:28:13,939 dycore_driver.py     (192 ) : time_integration    :  INFO      MAX RHO: 1.53353e+00 , MAX THETA_V: 6.48442e+02
2024-04-17 20:28:13,939 dycore_driver.py     (257 ) : _do_dyn_substepping :  INFO     simulation date : 0001-01-01 00:05:00 substep / n_substeps : 0 / 5 , initial_stabilization : True, nnow: 0, nnew : 1
2024-04-17 20:28:13,940 solve_nonhydro.py    (514 ) : time_step           :  INFO     running timestep: dtime = 60.0, init = True, recompute = True, prep_adv = False  clean_mflx=True 
2024-04-17 20:28:15,316 solve_nonhydro.py    (633 ) : run_predictor_step  :  INFO     running predictor step: dtime = 60.0, init = True, recompute = True 
2024-04-17 20:29:54,397 solve_nonhydro.py    (1057) : run_predictor_step  :  DEBUG    exchanging prognostic field 'vn' and local field 'z_rho_e'
2024-04-17 20:30:44,369 solve_nonhydro.py    (1357) : run_predictor_step  :  DEBUG    exchanging prognostic field 'w' and local field 'z_dwdz_dd'
2024-04-17 20:30:44,369 solve_nonhydro.py    (1377) : run_corrector_step  :  INFO     running corrector step: dtime = 60.0, prep_adv = False,  divdamp_fac_o2 = 0.0 clean_mfxl= True  
2024-04-17 20:30:44,371 solve_nonhydro.py    (1438) : run_corrector_step  :  DEBUG    corrector run velocity advection
2024-04-17 20:30:44,598 solve_nonhydro.py    (1459) : run_corrector_step  :  DEBUG    corrector: start stencil 10
2024-04-17 20:30:50,619 solve_nonhydro.py    (1487) : run_corrector_step  :  DEBUG    corrector: start stencil 17
2024-04-17 20:30:53,035 solve_nonhydro.py    (1502) : run_corrector_step  :  DEBUG    corrector: start stencil 23
2024-04-17 20:30:55,304 solve_nonhydro.py    (1524) : run_corrector_step  :  DEBUG    corrector start stencil 25
2024-04-17 20:30:57,499 solve_nonhydro.py    (1566) : run_corrector_step  :  DEBUG    corrector start stencil 4th order divdamp
2024-04-17 20:30:58,808 solve_nonhydro.py    (1591) : run_corrector_step  :  DEBUG    exchanging prognostic field 'vn'
2024-04-17 20:30:58,808 solve_nonhydro.py    (1593) : run_corrector_step  :  DEBUG    corrector: start stencil 31
2024-04-17 20:31:00,935 solve_nonhydro.py    (1605) : run_corrector_step  :  DEBUG    corrector: start stencil 32
2024-04-17 20:31:00,966 solve_nonhydro.py    (1663) : run_corrector_step  :  DEBUG    corrector start stencil 42 44 45 45b
2024-04-17 20:31:09,564 solve_nonhydro.py    (1740) : run_corrector_step  :  DEBUG    corrector start stencil 47 48 49
2024-04-17 20:31:09,593 solve_nonhydro.py    (1780) : run_corrector_step  :  DEBUG    corrector start stencil 52
2024-04-17 20:31:09,622 solve_nonhydro.py    (1799) : run_corrector_step  :  DEBUG    corrector start stencil 53
2024-04-17 20:31:09,640 solve_nonhydro.py    (1811) : run_corrector_step  :  DEBUG    corrector start stencil 54
2024-04-17 20:31:09,651 solve_nonhydro.py    (1824) : run_corrector_step  :  DEBUG    corrector start stencil 55
2024-04-17 20:31:09,678 solve_nonhydro.py    (1862) : run_corrector_step  :  DEBUG    corrector start stencil 58
2024-04-17 20:31:13,767 dycore_driver.py     (257 ) : _do_dyn_substepping :  INFO     simulation date : 0001-01-01 00:05:00 substep / n_substeps : 1 / 5 , initial_stabilization : False, nnow: 1, nnew : 0
2024-04-17 20:31:13,767 solve_nonhydro.py    (514 ) : time_step           :  INFO     running timestep: dtime = 60.0, init = False, recompute = False, prep_adv = False  clean_mflx=False 
2024-04-17 20:31:13,784 solve_nonhydro.py    (633 ) : run_predictor_step  :  INFO     running predictor step: dtime = 60.0, init = False, recompute = False 
2024-04-17 20:31:14,133 solve_nonhydro.py    (1057) : run_predictor_step  :  DEBUG    exchanging prognostic field 'vn' and local field 'z_rho_e'
2024-04-17 20:31:14,468 solve_nonhydro.py    (1357) : run_predictor_step  :  DEBUG    exchanging prognostic field 'w' and local field 'z_dwdz_dd'
2024-04-17 20:31:14,468 solve_nonhydro.py    (1377) : run_corrector_step  :  INFO     running corrector step: dtime = 60.0, prep_adv = False,  divdamp_fac_o2 = 0.0 clean_mfxl= False  
2024-04-17 20:31:14,469 solve_nonhydro.py    (1438) : run_corrector_step  :  DEBUG    corrector run velocity advection
2024-04-17 20:31:14,691 solve_nonhydro.py    (1459) : run_corrector_step  :  DEBUG    corrector: start stencil 10
2024-04-17 20:31:14,727 solve_nonhydro.py    (1487) : run_corrector_step  :  DEBUG    corrector: start stencil 17
2024-04-17 20:31:14,756 solve_nonhydro.py    (1502) : run_corrector_step  :  DEBUG    corrector: start stencil 23
2024-04-17 20:31:14,784 solve_nonhydro.py    (1524) : run_corrector_step  :  DEBUG    corrector start stencil 25
2024-04-17 20:31:14,821 solve_nonhydro.py    (1566) : run_corrector_step  :  DEBUG    corrector start stencil 4th order divdamp
2024-04-17 20:31:14,838 solve_nonhydro.py    (1591) : run_corrector_step  :  DEBUG    exchanging prognostic field 'vn'
2024-04-17 20:31:14,838 solve_nonhydro.py    (1593) : run_corrector_step  :  DEBUG    corrector: start stencil 31
2024-04-17 20:31:14,859 solve_nonhydro.py    (1605) : run_corrector_step  :  DEBUG    corrector: start stencil 32
2024-04-17 20:31:14,878 solve_nonhydro.py    (1663) : run_corrector_step  :  DEBUG    corrector start stencil 42 44 45 45b
2024-04-17 20:31:14,922 solve_nonhydro.py    (1740) : run_corrector_step  :  DEBUG    corrector start stencil 47 48 49
2024-04-17 20:31:14,956 solve_nonhydro.py    (1780) : run_corrector_step  :  DEBUG    corrector start stencil 52
2024-04-17 20:31:14,986 solve_nonhydro.py    (1799) : run_corrector_step  :  DEBUG    corrector start stencil 53
2024-04-17 20:31:14,996 solve_nonhydro.py    (1811) : run_corrector_step  :  DEBUG    corrector start stencil 54
2024-04-17 20:31:15,011 solve_nonhydro.py    (1824) : run_corrector_step  :  DEBUG    corrector start stencil 55
2024-04-17 20:31:15,037 solve_nonhydro.py    (1862) : run_corrector_step  :  DEBUG    corrector start stencil 58
2024-04-17 20:31:15,066 dycore_driver.py     (257 ) : _do_dyn_substepping :  INFO     simulation date : 0001-01-01 00:05:00 substep / n_substeps : 2 / 5 , initial_stabilization : False, nnow: 0, nnew : 1
2024-04-17 20:31:15,066 solve_nonhydro.py    (514 ) : time_step           :  INFO     running timestep: dtime = 60.0, init = False, recompute = False, prep_adv = False  clean_mflx=False 
2024-04-17 20:31:15,079 solve_nonhydro.py    (633 ) : run_predictor_step  :  INFO     running predictor step: dtime = 60.0, init = False, recompute = False 
2024-04-17 20:31:15,379 solve_nonhydro.py    (1057) : run_predictor_step  :  DEBUG    exchanging prognostic field 'vn' and local field 'z_rho_e'
2024-04-17 20:31:15,675 solve_nonhydro.py    (1357) : run_predictor_step  :  DEBUG    exchanging prognostic field 'w' and local field 'z_dwdz_dd'
2024-04-17 20:31:15,675 solve_nonhydro.py    (1377) : run_corrector_step  :  INFO     running corrector step: dtime = 60.0, prep_adv = False,  divdamp_fac_o2 = 0.0 clean_mfxl= False  
2024-04-17 20:31:15,676 solve_nonhydro.py    (1438) : run_corrector_step  :  DEBUG    corrector run velocity advection
2024-04-17 20:31:15,872 solve_nonhydro.py    (1459) : run_corrector_step  :  DEBUG    corrector: start stencil 10
2024-04-17 20:31:15,918 solve_nonhydro.py    (1487) : run_corrector_step  :  DEBUG    corrector: start stencil 17
2024-04-17 20:31:15,949 solve_nonhydro.py    (1502) : run_corrector_step  :  DEBUG    corrector: start stencil 23
2024-04-17 20:31:15,978 solve_nonhydro.py    (1524) : run_corrector_step  :  DEBUG    corrector start stencil 25
2024-04-17 20:31:16,007 solve_nonhydro.py    (1566) : run_corrector_step  :  DEBUG    corrector start stencil 4th order divdamp
2024-04-17 20:31:16,029 solve_nonhydro.py    (1591) : run_corrector_step  :  DEBUG    exchanging prognostic field 'vn'
2024-04-17 20:31:16,029 solve_nonhydro.py    (1593) : run_corrector_step  :  DEBUG    corrector: start stencil 31
2024-04-17 20:31:16,049 solve_nonhydro.py    (1605) : run_corrector_step  :  DEBUG    corrector: start stencil 32
2024-04-17 20:31:16,070 solve_nonhydro.py    (1663) : run_corrector_step  :  DEBUG    corrector start stencil 42 44 45 45b
2024-04-17 20:31:16,133 solve_nonhydro.py    (1740) : run_corrector_step  :  DEBUG    corrector start stencil 47 48 49
2024-04-17 20:31:16,180 solve_nonhydro.py    (1780) : run_corrector_step  :  DEBUG    corrector start stencil 52
2024-04-17 20:31:16,236 solve_nonhydro.py    (1799) : run_corrector_step  :  DEBUG    corrector start stencil 53
2024-04-17 20:31:16,260 solve_nonhydro.py    (1811) : run_corrector_step  :  DEBUG    corrector start stencil 54
2024-04-17 20:31:16,282 solve_nonhydro.py    (1824) : run_corrector_step  :  DEBUG    corrector start stencil 55
2024-04-17 20:31:16,315 solve_nonhydro.py    (1862) : run_corrector_step  :  DEBUG    corrector start stencil 58
2024-04-17 20:31:16,352 dycore_driver.py     (257 ) : _do_dyn_substepping :  INFO     simulation date : 0001-01-01 00:05:00 substep / n_substeps : 3 / 5 , initial_stabilization : False, nnow: 1, nnew : 0
2024-04-17 20:31:16,353 solve_nonhydro.py    (514 ) : time_step           :  INFO     running timestep: dtime = 60.0, init = False, recompute = False, prep_adv = False  clean_mflx=False 
2024-04-17 20:31:16,367 solve_nonhydro.py    (633 ) : run_predictor_step  :  INFO     running predictor step: dtime = 60.0, init = False, recompute = False 
2024-04-17 20:31:16,707 solve_nonhydro.py    (1057) : run_predictor_step  :  DEBUG    exchanging prognostic field 'vn' and local field 'z_rho_e'
2024-04-17 20:31:17,039 solve_nonhydro.py    (1357) : run_predictor_step  :  DEBUG    exchanging prognostic field 'w' and local field 'z_dwdz_dd'
2024-04-17 20:31:17,039 solve_nonhydro.py    (1377) : run_corrector_step  :  INFO     running corrector step: dtime = 60.0, prep_adv = False,  divdamp_fac_o2 = 0.0 clean_mfxl= False  
2024-04-17 20:31:17,040 solve_nonhydro.py    (1438) : run_corrector_step  :  DEBUG    corrector run velocity advection
2024-04-17 20:31:17,250 solve_nonhydro.py    (1459) : run_corrector_step  :  DEBUG    corrector: start stencil 10
2024-04-17 20:31:17,285 solve_nonhydro.py    (1487) : run_corrector_step  :  DEBUG    corrector: start stencil 17
2024-04-17 20:31:17,309 solve_nonhydro.py    (1502) : run_corrector_step  :  DEBUG    corrector: start stencil 23
2024-04-17 20:31:17,334 solve_nonhydro.py    (1524) : run_corrector_step  :  DEBUG    corrector start stencil 25
2024-04-17 20:31:17,347 solve_nonhydro.py    (1566) : run_corrector_step  :  DEBUG    corrector start stencil 4th order divdamp
2024-04-17 20:31:17,366 solve_nonhydro.py    (1591) : run_corrector_step  :  DEBUG    exchanging prognostic field 'vn'
2024-04-17 20:31:17,366 solve_nonhydro.py    (1593) : run_corrector_step  :  DEBUG    corrector: start stencil 31
2024-04-17 20:31:17,385 solve_nonhydro.py    (1605) : run_corrector_step  :  DEBUG    corrector: start stencil 32
2024-04-17 20:31:17,401 solve_nonhydro.py    (1663) : run_corrector_step  :  DEBUG    corrector start stencil 42 44 45 45b
2024-04-17 20:31:17,451 solve_nonhydro.py    (1740) : run_corrector_step  :  DEBUG    corrector start stencil 47 48 49
2024-04-17 20:31:17,482 solve_nonhydro.py    (1780) : run_corrector_step  :  DEBUG    corrector start stencil 52
2024-04-17 20:31:17,513 solve_nonhydro.py    (1799) : run_corrector_step  :  DEBUG    corrector start stencil 53
2024-04-17 20:31:17,536 solve_nonhydro.py    (1811) : run_corrector_step  :  DEBUG    corrector start stencil 54
2024-04-17 20:31:17,550 solve_nonhydro.py    (1824) : run_corrector_step  :  DEBUG    corrector start stencil 55
2024-04-17 20:31:17,578 solve_nonhydro.py    (1862) : run_corrector_step  :  DEBUG    corrector start stencil 58
2024-04-17 20:31:17,607 dycore_driver.py     (257 ) : _do_dyn_substepping :  INFO     simulation date : 0001-01-01 00:05:00 substep / n_substeps : 4 / 5 , initial_stabilization : False, nnow: 0, nnew : 1
2024-04-17 20:31:17,608 solve_nonhydro.py    (514 ) : time_step           :  INFO     running timestep: dtime = 60.0, init = False, recompute = False, prep_adv = False  clean_mflx=False 
2024-04-17 20:31:17,649 solve_nonhydro.py    (633 ) : run_predictor_step  :  INFO     running predictor step: dtime = 60.0, init = False, recompute = False 
2024-04-17 20:31:17,947 solve_nonhydro.py    (1057) : run_predictor_step  :  DEBUG    exchanging prognostic field 'vn' and local field 'z_rho_e'
2024-04-17 20:31:18,254 solve_nonhydro.py    (1357) : run_predictor_step  :  DEBUG    exchanging prognostic field 'w' and local field 'z_dwdz_dd'
2024-04-17 20:31:18,254 solve_nonhydro.py    (1377) : run_corrector_step  :  INFO     running corrector step: dtime = 60.0, prep_adv = False,  divdamp_fac_o2 = 0.0 clean_mfxl= False  
2024-04-17 20:31:18,255 solve_nonhydro.py    (1438) : run_corrector_step  :  DEBUG    corrector run velocity advection
2024-04-17 20:31:18,464 solve_nonhydro.py    (1459) : run_corrector_step  :  DEBUG    corrector: start stencil 10
2024-04-17 20:31:18,497 solve_nonhydro.py    (1487) : run_corrector_step  :  DEBUG    corrector: start stencil 17
2024-04-17 20:31:18,517 solve_nonhydro.py    (1502) : run_corrector_step  :  DEBUG    corrector: start stencil 23
2024-04-17 20:31:18,547 solve_nonhydro.py    (1524) : run_corrector_step  :  DEBUG    corrector start stencil 25
2024-04-17 20:31:18,558 solve_nonhydro.py    (1566) : run_corrector_step  :  DEBUG    corrector start stencil 4th order divdamp
2024-04-17 20:31:18,575 solve_nonhydro.py    (1591) : run_corrector_step  :  DEBUG    exchanging prognostic field 'vn'
2024-04-17 20:31:18,575 solve_nonhydro.py    (1593) : run_corrector_step  :  DEBUG    corrector: start stencil 31
2024-04-17 20:31:18,601 solve_nonhydro.py    (1605) : run_corrector_step  :  DEBUG    corrector: start stencil 32
2024-04-17 20:31:18,616 solve_nonhydro.py    (1663) : run_corrector_step  :  DEBUG    corrector start stencil 42 44 45 45b
2024-04-17 20:31:18,675 solve_nonhydro.py    (1740) : run_corrector_step  :  DEBUG    corrector start stencil 47 48 49
2024-04-17 20:31:18,704 solve_nonhydro.py    (1780) : run_corrector_step  :  DEBUG    corrector start stencil 52
